composer,title,npy_file_path,file_size,length_in_measures,sample_rate,use
Schubert,Symphony D589 n6 1mov ''Little C Major Symphony'',Dataset/classifier/Schubert/Symphony D589 n6 1mov ''Little C Major Symphony''.npy,803,514,,
Schubert,Schwanengesang D957 02mov ''Kriegers Ahnung'',Dataset/classifier/Schubert/Schwanengesang D957 02mov ''Kriegers Ahnung''.npy,226,145,,
Schubert,Erlko_nig D328 op1,Dataset/classifier/Schubert/Erlko_nig D328 op1.npy,232,149,,
Schubert,"Piano Sonata in C minor No.1, D958 - Allegro","Dataset/classifier/Schubert/Piano Sonata in C minor No.1, D958 - Allegro.npy",581,372,,v
Schubert,Symphony D589 n6 4mov ''Little C Major Symphony'',Dataset/classifier/Schubert/Symphony D589 n6 4mov ''Little C Major Symphony''.npy,1000,640,,
Schubert,Moments musicaux op94 D780 n3,Dataset/classifier/Schubert/Moments musicaux op94 D780 n3.npy,122,78,,t
Schubert,"Piano Sonata in B flat No.1, D960 -Scherzo- Allegro vivace con","Dataset/classifier/Schubert/Piano Sonata in B flat No.1, D960 -Scherzo- Allegro vivace con.npy",515,330,,
Schubert,Winterreise 24 Der leierman,Dataset/classifier/Schubert/Winterreise 24 Der leierman.npy,123,79,,
Schubert,"Piano Sonata in Sonata in G, No.3, D894 - Rondo_ Allegretto","Dataset/classifier/Schubert/Piano Sonata in Sonata in G, No.3, D894 - Rondo_ Allegretto.npy",643,412,,
Schubert,Strings Cuartet D87 n10 1mov,Dataset/classifier/Schubert/Strings Cuartet D87 n10 1mov.npy,575,368,,
Schubert,Impromptus op142 D935 n4,Dataset/classifier/Schubert/Impromptus op142 D935 n4.npy,853,546,,
Schubert,Symphony D759 n8 2mov ''Unfinished'',Dataset/classifier/Schubert/Symphony D759 n8 2mov ''Unfinished''.npy,497,318,,t
Schubert,Strings Cuartet D353 n11 3mov,Dataset/classifier/Schubert/Strings Cuartet D353 n11 3mov.npy,240,154,,
Schubert,Impromptus op142 D935 n3,Dataset/classifier/Schubert/Impromptus op142 D935 n3.npy,337,216,,
Schubert,Symphony D485 n5 2mov,Dataset/classifier/Schubert/Symphony D485 n5 2mov.npy,247,158,,
Schubert,Symphony D417 n4 2mov ''Tragic'',Dataset/classifier/Schubert/Symphony D417 n4 2mov ''Tragic''.npy,426,273,,
Schubert,Piano Sonata n16 D845 op42 1mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n16 D845 op42 1mov.npy,631,404,,t
Schubert,Piano Sonata n16 D845 op42 2mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n16 D845 op42 2mov.npy,495,317,,
Schubert,Piano Sonata n09 D575 op147 1mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n09 D575 op147 1mov.npy,325,208,,
Schubert,Piano Sonata n16 D845 op42 3mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n16 D845 op42 3mov.npy,753,482,,t
Schubert,Piano Sonata n09 D575 op147 2mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n09 D575 op147 2mov.npy,128,82,,
Schubert,Piano Sonata n09 D575 op147 4mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n09 D575 op147 4mov.npy,692,443,,v
Schubert,Piano Sonata n21 D960 3mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n21 D960 3mov.npy,490,314,,
Schubert,Piano Sonata n09 D575 op147 3mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n09 D575 op147 3mov.npy,470,301,,
Schubert,Piano Sonata n04 D537 op164 3mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n04 D537 op164 3mov.npy,612,392,,t
Schubert,Piano Sonata n21 D960 4mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n21 D960 4mov.npy,842,539,,
Schubert,Piano Sonata n17 D850 op53 3mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n17 D850 op53 3mov.npy,748,479,,
Schubert,Piano Sonata n04 D537 op164 2mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n04 D537 op164 2mov.npy,351,225,,t
Schubert,Piano Sonata n04 D537 op164 1mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n04 D537 op164 1mov.npy,586,375,,
Schubert,Piano Sonata D568 op.posth.122,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata D568 op.posth.122.npy,579,371,,t
Schubert,Piano Sonata n16 D845 op42 4mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n16 D845 op42 4mov.npy,822,526,,
Schubert,Piano Sonata n14 D784 op143 3mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n14 D784 op143 3mov.npy,420,269,,
Schubert,Piano Sonata n17 D850 op53 4mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n17 D850 op53 4mov.npy,367,235,,
Schubert,Piano Sonata n17 D850 op53 2mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n17 D850 op53 2mov.npy,323,207,,
Schubert,Piano Sonata n17 D850 op53 1mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n17 D850 op53 1mov.npy,564,361,,t
Schubert,Piano Sonata n21 D960 1mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n21 D960 1mov.npy,754,483,,
Schubert,Piano Sonata n14 D784 op143 1mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n14 D784 op143 1mov.npy,615,394,,
Schubert,Piano Sonata n14 D784 op143 2mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n14 D784 op143 2mov.npy,104,67,,v
Schubert,Piano Sonata n21 D960 2mov,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata n21 D960 2mov.npy,217,139,,t
Schubert,Piano Sonata D537 op.posth164 n4,Dataset/classifier/Schubert/Piano Sonatas/Piano Sonata D537 op.posth164 n4.npy,1247,798,,
Vivaldi,Oboe Concerto op11 n6 2mov RV461,Dataset/classifier/Vivaldi/Oboe Concerto op11 n6 2mov RV461.npy,61,39,,t
Vivaldi,Gloria RV589 04mov Gratias Agimus,Dataset/classifier/Vivaldi/Gloria RV589 04mov Gratias Agimus.npy,11,7,,
Vivaldi,Gloria RV589 10mov Qui Sedes,Dataset/classifier/Vivaldi/Gloria RV589 10mov Qui Sedes.npy,236,151,,v
Vivaldi,Gloria RV589 09mov Qui Tollis,Dataset/classifier/Vivaldi/Gloria RV589 09mov Qui Tollis.npy,32,21,,
Vivaldi,Lute Concerto 3mov,Dataset/classifier/Vivaldi/Lute Concerto 3mov.npy,106,68,,t
Vivaldi,Gloria RV589 05mov Propter magnam Gloriam,Dataset/classifier/Vivaldi/Gloria RV589 05mov Propter magnam Gloriam.npy,61,39,,t
Vivaldi,Gloria RV589 03mov Laudamus Te,Dataset/classifier/Vivaldi/Gloria RV589 03mov Laudamus Te.npy,197,126,,
Vivaldi,Violin Concerto op9 n8 RV238,Dataset/classifier/Vivaldi/Violin Concerto op9 n8 RV238.npy,439,281,,t
Vivaldi,Violin Concerto RV363 1mov ''Il cornetto da posta'',Dataset/classifier/Vivaldi/Violin Concerto RV363 1mov ''Il cornetto da posta''.npy,104,67,,
Vivaldi,The Four Seasons op8 n1 RV269 ''Spring'' 1mov Allegro,Dataset/classifier/Vivaldi/The Four Seasons op8 n1 RV269 ''Spring'' 1mov Allegro.npy,129,83,,t
Vivaldi,The Four Seasons op8 n2 RV315 ''Summer'' 1mov Allegro,Dataset/classifier/Vivaldi/The Four Seasons op8 n2 RV315 ''Summer'' 1mov Allegro.npy,281,180,,t
Vivaldi,Concerto for violin and cello RV546 2mov,Dataset/classifier/Vivaldi/Concerto for violin and cello RV546 2mov.npy,72,46,,t
Vivaldi,Lute Concerto 1mov,Dataset/classifier/Vivaldi/Lute Concerto 1mov.npy,159,102,,
Vivaldi,Magnificat n8 ''Sicut Locutus'',Dataset/classifier/Vivaldi/Magnificat n8 ''Sicut Locutus''.npy,64,41,,t
Vivaldi,Violin Concerto op8 n10 RV362 ''La Caccia'',Dataset/classifier/Vivaldi/Violin Concerto op8 n10 RV362 ''La Caccia''.npy,601,385,,
Vivaldi,Two Oboes Concerto RV535 2mov,Dataset/classifier/Vivaldi/Two Oboes Concerto RV535 2mov.npy,101,65,,v
Vivaldi,Oboe and Bassoon Concerto RV545 2mov,Dataset/classifier/Vivaldi/Oboe and Bassoon Concerto RV545 2mov.npy,68,44,,t
Vivaldi,The Four Seasons op8 n1 RV269  ''Spring'' 2mov Adagio,Dataset/classifier/Vivaldi/The Four Seasons op8 n1 RV269  ''Spring'' 2mov Adagio.npy,62,40,,t
Vivaldi,Lute Concerto 2mov,Dataset/classifier/Vivaldi/Lute Concerto 2mov.npy,59,38,,
Vivaldi,Violin Concerto op8 n5 RV253 ''La Tempesta di Mare'',Dataset/classifier/Vivaldi/Violin Concerto op8 n5 RV253 ''La Tempesta di Mare''.npy,626,401,,t
Vivaldi,The Four Seasons op8 n4 RV297 ''Winter'' 1mov Allegro,Dataset/classifier/Vivaldi/The Four Seasons op8 n4 RV297 ''Winter'' 1mov Allegro.npy,237,152,,t
Vivaldi,Flute and String Concerto n12 ''La Tempesta di Mare'',Dataset/classifier/Vivaldi/Flute and String Concerto n12 ''La Tempesta di Mare''.npy,265,170,,
Vivaldi,Gloria RV589 07mov Domine Gili Unigenite,Dataset/classifier/Vivaldi/Gloria RV589 07mov Domine Gili Unigenite.npy,154,99,,
Vivaldi,Violin Concerto op9 n6 RV348 1-2mov,Dataset/classifier/Vivaldi/Violin Concerto op9 n6 RV348 1-2mov.npy,193,124,,t
Vivaldi,Oboe Concerto op11 n6 1mov RV461,Dataset/classifier/Vivaldi/Oboe Concerto op11 n6 1mov RV461.npy,118,76,,
Vivaldi,Strings Concerto RV158,Dataset/classifier/Vivaldi/Strings Concerto RV158.npy,475,304,,
Vivaldi,Gloria RV589 02mov Et In Terra Pax,Dataset/classifier/Vivaldi/Gloria RV589 02mov Et In Terra Pax.npy,145,93,,
Vivaldi,Violin Concerto op8 n07 RV242 ''Per Pisendel'',Dataset/classifier/Vivaldi/Violin Concerto op8 n07 RV242 ''Per Pisendel''.npy,372,238,,t
Vivaldi,Two Flutes Concerto RV533 1mov,Dataset/classifier/Vivaldi/Two Flutes Concerto RV533 1mov.npy,114,73,,t
Vivaldi,The Four Seasons op8 n2 RV315 ''Summer'' 3mov Presto,Dataset/classifier/Vivaldi/The Four Seasons op8 n2 RV315 ''Summer'' 3mov Presto.npy,206,132,,t
Vivaldi,Concerto for violin and cello RV546 1mov,Dataset/classifier/Vivaldi/Concerto for violin and cello RV546 1mov.npy,145,93,,
Vivaldi,Gloria RV589 01mov Gloria In Exelsis,Dataset/classifier/Vivaldi/Gloria RV589 01mov Gloria In Exelsis.npy,114,73,,t
Vivaldi,The Four Seasons op8 n4 RV297 ''Winter'' 3mov Allegro,Dataset/classifier/Vivaldi/The Four Seasons op8 n4 RV297 ''Winter'' 3mov Allegro.npy,98,63,,
Vivaldi,Violin Concerto op8 n12 RV178 1mov,Dataset/classifier/Vivaldi/Violin Concerto op8 n12 RV178 1mov.npy,134,86,,v
Vivaldi,Gloria RV589 08mov Domine Deus Agnus Dei,Dataset/classifier/Vivaldi/Gloria RV589 08mov Domine Deus Agnus Dei.npy,64,41,,
Vivaldi,Concerto for violin and cello RV546 3mov,Dataset/classifier/Vivaldi/Concerto for violin and cello RV546 3mov.npy,211,135,,t
Vivaldi,The Four Seasons op8 n3 RV293 ''Autumm'' 3mov Allegro,Dataset/classifier/Vivaldi/The Four Seasons op8 n3 RV293 ''Autumm'' 3mov Allegro.npy,247,158,,t
Vivaldi,The Four Seasons op8 n1 RV269 ''Spring'' 3mov Danza Pastorale,Dataset/classifier/Vivaldi/The Four Seasons op8 n1 RV269 ''Spring'' 3mov Danza Pastorale.npy,140,90,,v
Vivaldi,Violin Concerto op8 n6 ''Ill Piacere'',Dataset/classifier/Vivaldi/Violin Concerto op8 n6 ''Ill Piacere''.npy,309,198,,
Vivaldi,Oboe Concerto op11 n6 3mov RV461,Dataset/classifier/Vivaldi/Oboe Concerto op11 n6 3mov RV461.npy,122,78,,t
Vivaldi,Oboe and Bassoon Concerto RV545 3mov,Dataset/classifier/Vivaldi/Oboe and Bassoon Concerto RV545 3mov.npy,143,92,,
Vivaldi,Oboe and Bassoon Concerto RV545 1mov,Dataset/classifier/Vivaldi/Oboe and Bassoon Concerto RV545 1mov.npy,239,153,,t
Vivaldi,Concerto Viola d'Amore and Lute RV540,Dataset/classifier/Vivaldi/Concerto Viola d'Amore and Lute RV540.npy,531,340,,t
Vivaldi,Chamber Concerto for flute violin bassoon and continuo RV106 1mov,Dataset/classifier/Vivaldi/Chamber Concerto for flute violin bassoon and continuo RV106 1mov.npy,411,263,,
Vivaldi,The Four Seasons op8 n3 RV293  ''Autumm'' 2mov Largo,Dataset/classifier/Vivaldi/The Four Seasons op8 n3 RV293  ''Autumm'' 2mov Largo.npy,70,45,,t
Vivaldi,Chamber Concerto for flute violin bassoon and continuo RV106 3mov,Dataset/classifier/Vivaldi/Chamber Concerto for flute violin bassoon and continuo RV106 3mov.npy,411,263,,
Vivaldi,Gloria RV589 11mov Quoniam,Dataset/classifier/Vivaldi/Gloria RV589 11mov Quoniam.npy,37,24,,
Vivaldi,Oboe Concerto op11 n6 RV460,Dataset/classifier/Vivaldi/Oboe Concerto op11 n6 RV460.npy,576,369,,t
Vivaldi,The Four Seasons op8 n3 RV293 ''Autumm'' 1mov Allegro,Dataset/classifier/Vivaldi/The Four Seasons op8 n3 RV293 ''Autumm'' 1mov Allegro.npy,184,118,,t
Vivaldi,Gloria RV589 06mov Domine Deus,Dataset/classifier/Vivaldi/Gloria RV589 06mov Domine Deus.npy,68,44,,
Vivaldi,Violin Concerto op9 n6 RV348 3mov,Dataset/classifier/Vivaldi/Violin Concerto op9 n6 RV348 3mov.npy,195,125,,v
Vivaldi,Concerto n11 ''Cimento de la armonia e de la invenzione'',Dataset/classifier/Vivaldi/Concerto n11 ''Cimento de la armonia e de la invenzione''.npy,215,138,,t
Vivaldi,The Four Seasons op8 n2 RV315 ''Summer'' 2mov Adagio,Dataset/classifier/Vivaldi/The Four Seasons op8 n2 RV315 ''Summer'' 2mov Adagio.npy,40,26,,
Vivaldi,Gloria RV589 12mov Qum Sancto Espiritu,Dataset/classifier/Vivaldi/Gloria RV589 12mov Qum Sancto Espiritu.npy,245,157,,t
Vivaldi,Concerto n100,Dataset/classifier/Vivaldi/Concerto n100.npy,362,232,,
Vivaldi,Violin Concerto op9 n7 RV359 1mov,Dataset/classifier/Vivaldi/Violin Concerto op9 n7 RV359 1mov.npy,134,86,,t
Vivaldi,Violin Concerto op9 n2 RV345,Dataset/classifier/Vivaldi/Violin Concerto op9 n2 RV345.npy,389,249,,
Vivaldi,The Four Seasons op8 n4 RV297 ''Winter'' 2mov Largo,Dataset/classifier/Vivaldi/The Four Seasons op8 n4 RV297 ''Winter'' 2mov Largo.npy,28,18,,t
Vivaldi,Concerto op4 n01 for Violin Strings and Continuo RV383 2mov ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n01 for Violin Strings and Continuo RV383 2mov ''La Stravaganza''.npy,57,37,,
Vivaldi,Concerto op4 n02 for Violin Strings and Continuo RV279 3mov ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n02 for Violin Strings and Continuo RV279 3mov ''La Stravaganza''.npy,218,140,,v
Vivaldi,Concerto op4 n01 for Violin Strings and Continuo RV383 1mov ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n01 for Violin Strings and Continuo RV383 1mov ''La Stravaganza''.npy,140,90,,
Vivaldi,Concerto op4 n01 for Violin Strings and Continuo RV383 3mov ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n01 for Violin Strings and Continuo RV383 3mov ''La Stravaganza''.npy,262,168,,t
Vivaldi,Concerto op4 n03 for Violin Strings and Continuo RV301 3mov ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n03 for Violin Strings and Continuo RV301 3mov ''La Stravaganza''.npy,357,229,,t
Vivaldi,Concerto op4 n03 for Violin Strings and Continuo RV301 1mov ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n03 for Violin Strings and Continuo RV301 1mov ''La Stravaganza''.npy,225,144,,t
Vivaldi,Concerto op4 n02 for Violin Strings and Continuo RV279 1mov ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n02 for Violin Strings and Continuo RV279 1mov ''La Stravaganza''.npy,181,116,,t
Vivaldi,Concerto op4 n03 for Violin Strings and Continuo RV301 2mov  ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n03 for Violin Strings and Continuo RV301 2mov  ''La Stravaganza''.npy,31,20,,t
Vivaldi,Concerto op4 n02 for Violin Strings and Continuo RV279 2mov ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n02 for Violin Strings and Continuo RV279 2mov ''La Stravaganza''.npy,28,18,,
Vivaldi,Concerto op4 n04 for Violin Strings and Continuo RV357 1mov ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n04 for Violin Strings and Continuo RV357 1mov ''La Stravaganza''.npy,134,86,,t
Vivaldi,Concerto op4 n04 for Violin Strings and Continuo RV357 3mov ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n04 for Violin Strings and Continuo RV357 3mov ''La Stravaganza''.npy,186,119,,
Vivaldi,Concerto op4 n04 for Violin Strings and Continuo RV357 2mov ''La Stravaganza'',Dataset/classifier/Vivaldi/Concertos op4 01-04  ''La Stravaganza''/Concerto op4 n04 for Violin Strings and Continuo RV357 2mov ''La Stravaganza''.npy,59,38,,t
Vivaldi,Concerto op3 n02 for 2 Violins and Cello RV578 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n02 for 2 Violins and Cello RV578 1mov.npy,131,84,,t
Vivaldi,Concerto op3 n08 for 2 Violins RV522 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n08 for 2 Violins RV522 1mov.npy,147,94,,t
Vivaldi,Concerto op3 n12 for Violin RV265 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n12 for Violin RV265 2mov.npy,51,33,,v
Vivaldi,Concerto op3 n05 for 2 Violins RV519 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n05 for 2 Violins RV519 3mov.npy,186,119,,
Vivaldi,Concerto op3 n01 for 4 Violins RV549 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n01 for 4 Violins RV549 1mov.npy,134,86,,v
Vivaldi,Concerto op3 n09 for Violin RV230 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n09 for Violin RV230 1mov.npy,82,53,,
Vivaldi,Concerto op3 n03 for Violin RV310 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n03 for Violin RV310 2mov.npy,51,33,,
Vivaldi,Concerto op3 n09 for RV230 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n09 for RV230 2mov.npy,56,36,,
Vivaldi,Concerto op3 n03 for Violin RV310 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n03 for Violin RV310 1mov.npy,101,65,,t
Vivaldi,Concerto op3 n04 for 4 Violins RV550 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n04 for 4 Violins RV550 1mov.npy,84,54,,
Vivaldi,Concerto op3 n09 for Violin RV230 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n09 for Violin RV230 3mov.npy,167,107,,t
Vivaldi,Concerto op3 n12 for Violin RV265 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n12 for Violin RV265 3mov.npy,198,127,,t
Vivaldi,Concerto op3 n01 for 4 Violins RV549 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n01 for 4 Violins RV549 2mov.npy,68,44,,
Vivaldi,Concerto op3 n05 for 2 Violins RV519 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n05 for 2 Violins RV519 2mov.npy,18,12,,t
Vivaldi,Concerto op3 n02 for 2 Violins and Cello RV578 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n02 for 2 Violins and Cello RV578 2mov.npy,95,61,,
Vivaldi,Concerto op3 n02 for 2 Violins and Cello RV578 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n02 for 2 Violins and Cello RV578 3mov.npy,112,72,,t
Vivaldi,Concerto op3 n10 for 4 Violins and Cello RV580 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n10 for 4 Violins and Cello RV580 3mov.npy,195,125,,v
Vivaldi,Concerto op3 n07 for 4 Violins RV567 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n07 for 4 Violins RV567 2mov.npy,137,88,,t
Vivaldi,Concerto op3 n10 for 4 Violins and Cello RV580 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n10 for 4 Violins and Cello RV580 2mov.npy,64,41,,
Vivaldi,Concerto op3 n04 for 4 Violins RV550 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n04 for 4 Violins RV550 3mov.npy,218,140,,t
Vivaldi,Concerto op3 n06 for Violin RV356 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n06 for Violin RV356 1mov.npy,128,82,,t
Vivaldi,Concerto op3 n08 for 2 Violins RV522 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n08 for 2 Violins RV522 2mov.npy,72,46,,
Vivaldi,Concerto op3 n04 for 4 Violins RV550 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n04 for 4 Violins RV550 2mov.npy,222,142,,v
Vivaldi,Concerto op3 n01 for 4 Violins RV549 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n01 for 4 Violins RV549 3mov.npy,164,105,,
Vivaldi,Concerto op3 n07 for 4 Violins RV567 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n07 for 4 Violins RV567 1mov.npy,114,73,,t
Vivaldi,Concerto op3 n05 for 2 Violins RV519 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n05 for 2 Violins RV519 1mov.npy,132,85,,
Vivaldi,Concerto op3 n06 for Violin RV356 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n06 for Violin RV356 2mov.npy,23,15,,
Vivaldi,Concerto op3 n06 for Violin RV356 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n06 for Violin RV356 3mov.npy,228,146,,t
Vivaldi,Concerto op3 n11 for 2 Violins RV565 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n11 for 2 Violins RV565 1mov.npy,50,32,,t
Vivaldi,Concerto op3 n08 for 2 Violins RV522 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n08 for 2 Violins RV522 3mov.npy,232,149,,t
Vivaldi,Concerto op3 n03 for Violin RV310 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n03 for Violin RV310 3mov.npy,261,167,,
Vivaldi,Concerto op3 n12 for Violin RV265 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n12 for Violin RV265 1mov.npy,143,92,,t
Vivaldi,Concerto op3 n07 for 4 Violins RV567 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n07 for 4 Violins RV567 3mov.npy,125,80,,
Vivaldi,Concerto op3 n11 for 2 Violins RV565 2mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n11 for 2 Violins RV565 2mov.npy,115,74,,t
Vivaldi,Concerto op3 n10 for 4 Violins and Cello RV580 1mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n10 for 4 Violins and Cello RV580 1mov.npy,162,104,,t
Vivaldi,Concerto op3 n11 for 2 Violins RV565 3mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n11 for 2 Violins RV565 3mov.npy,31,20,,
Vivaldi,Concerto op3 n11 for 2 Violins RV565 4mov,Dataset/classifier/Vivaldi/Concertos op3 01-12 ''L'estro Armonico''/Concerto op3 n11 for 2 Violins RV565 4mov.npy,117,75,,
Mozart,K617 Adagio,Dataset/classifier/Mozart/K617 Adagio.npy,87,56,,t
Mozart,K525 Serenade 1mov ''Eine Kleine Natchmusik'',Dataset/classifier/Mozart/K525 Serenade 1mov ''Eine Kleine Natchmusik''.npy,304,195,,
Mozart,K393 Solfeggi n3,Dataset/classifier/Mozart/K393 Solfeggi n3.npy,150,96,,
Mozart,Sonatina n3 1mov,Dataset/classifier/Mozart/Sonatina n3 1mov.npy,65,42,,v 
Mozart,Viennese Sonatinas K439b n6 2mov,Dataset/classifier/Mozart/Viennese Sonatinas K439b n6 2mov.npy,200,128,,t
Mozart,K299 Flute Harp Concerto 1mov,Dataset/classifier/Mozart/K299 Flute Harp Concerto 1mov.npy,415,266,,
Mozart,K317 Coronation Mass 1mov,Dataset/classifier/Mozart/K317 Coronation Mass 1mov.npy,126,81,,
Mozart,K314 Flute Concerto n2 3mov,Dataset/classifier/Mozart/K314 Flute Concerto n2 3mov.npy,507,325,,t
Mozart,K620 Overture The Magic Flute,Dataset/classifier/Mozart/K620 Overture The Magic Flute.npy,151,97,,t
Mozart,K525 Serenade 4mov ''Eine Kleine Natchmusik'',Dataset/classifier/Mozart/K525 Serenade 4mov ''Eine Kleine Natchmusik''.npy,372,238,,
Mozart,Viennese Sonatinas K439b n2 4mov,Dataset/classifier/Mozart/Viennese Sonatinas K439b n2 4mov.npy,386,247,,
Mozart,"Another piece for Piano,K.176","Dataset/classifier/Mozart/Another piece for Piano,K.176.npy",154,99,,
Mozart,K495 Horn Concerto n4 1mov,Dataset/classifier/Mozart/K495 Horn Concerto n4 1mov.npy,297,190,,
Mozart,K626 Requiem 04 Dies Irae,Dataset/classifier/Mozart/K626 Requiem 04 Dies Irae.npy,109,70,,v
